doc_id,chunk_id,chunk_index,n_words,n_topic_tokens,idioma_detectado,score_pt,score_es,score_en,quality_reasons_str,text_for_embedding
doc_1029b8f4fef9beca,doc_1029b8f4fef9beca_pp_ch_0021,21,241,108,es,0.33028,0.51835,0.04128,language_not_allowed,"Cada una. Dos palabras para definir esta publicidad. Para mí naturaleza y bienestar. Fresco. Fresco y natural. Fresco y natural. Comodidad y frescura o ligereza. 44 / 124 Para mí, fluidez y suavidad. Perfecto. Genial. Bueno, tengo un tercer pin que lo vamos a compartir la pantalla y la vamos a ver juntas. Hay un ruido que no sabemos de dónde. Vamos. Y si no te dejarás para mañana, experimentá un ritual para dormir mejor mientras cuidas tu piel con el nuevo Natura Todo Gia Toda Noche. Vamos de nuevo. Y si no te dejaras para mañana, experimentá un ritual para dormir mejor mientras cuidas tu piel con el nuevo Natura Todo Gia Toda Noche. ¿Qué tal? 45 / 124 Empieza con una pregunta y está buenísimo porque se ve una crema. Entonces ya te da la sensación de. Que es una crema. Sí, pero. Empieza con una pregunta, se muestra la crema y después. ¿Que dijiste? Sí, me escuchás que te muestra como una crema. No sé si es una crema, pero te muestra como el producto y empieza ya con una pregunta que está buena. Me parece que como lo que quiere de alguna manera transmitir es no te dejes estar o algo similar. Retomando lo que ella dice, no te olvides de lo que ibas a decir. Ja. Pero para cerrar ideas, porque si no así las demás están. ¿Se acuerdan de la pregunta? 46 / 124 ¿Y si te priorizo?"
doc_1029b8f4fef9beca,doc_1029b8f4fef9beca_pp_ch_0022,22,241,88,es,0.39726,0.58904,0.03196,language_not_allowed,"Sí, si no te deja como que no te deje para mañana. Igualmente el artículo da a entender que es para usarlo antes de irte a la cama, porque dice que es para la noche, como cuando terminas de bañarte. Es como que terminas de bañarte, te emocionas y te relaja y te puedes ir a dormir con eso. Y ya la mañana cuando te levantas y tenés o no tiempo, ya tenés. Un par de horas ganadas porque te. Trataste con crema, lo que te da a entender. Para mí también es un producto de noche. Y vos qué ibas a decir ya antes de que. 47 / 124 Era para primero vos y después el resto de lo que vivas. En ese primero para vos. Lo que pasa es que es como que le falta información porque, o sea, para dormir mejor, pero qué. Porque a mí por ejemplo me remitió a que como la propaganda tiene colores lila, me remitió a lavanda. La lavanda tiene propiedades para dormir mejor, para descansar, pero no te dice qué es, qué es lo que tiene, si es que realmente tiene lavanda, porque me lo imaginé otra cosa, otro ingrediente. Si tuviera lavanda, aroma lavanda, colaboraría en todo lo que vienen diciendo las chicas que este cuidado nocturno, digamos, de alguna manera. Sí, sí, porque te ayuda a relajarte y a dormir mejor. El sello que estaba al costadito de testeado o aprobado."
doc_1029b8f4fef9beca,doc_1029b8f4fef9beca_pp_ch_0023,23,264,114,es,0.36179,0.52033,0.03659,language_not_allowed,"Por eso me sorprendió que lo diga, porque no lo venía diciendo en ningún lado, me parece. 48 / 124 OK, bien, bárbaro. No, perdón, que iba a decir que destaco el hecho de vuelta, como mujeres distintas con cuerpos distintos, no pone dos mujeres iguales, una mujer morocha con un cuerpo más voluminoso, otra chica con un cuerpo más delgado. El hecho de priorizarte, como decían recién las chicas de vos primero, de cuidarte, de mimarte de alguna forma, irte a dormir como con crema, que se yo. Y me parece como que da por sentado que vos ya sabes que es la crema todo día. Y el nombre que decía para la noche o algo así, el nocturno, te da a entender como que es la crema de siempre, por decirlo de alguna forma da por sentado que uno ya sabe de qué estamos hablando y le agrega el tema de la noche que es para antes de dormir. Creo que está dirigido a un público que usa el producto, ¿No? Está bien, está bien. OK. ¿Y les parece interesante desde ese lugar? ¿La idea? Sí, está muy buena porque es el momento, o sea la noche es fundamental, descansar bien para el otro día estar pila, poder cumplir con tus tareas de mejor humor, está bueno. 49 / 124 Y descansar es salud, lleva a la salud también. ¿Cuál sería la relación entre de la noche, la crema, lo que ustedes me vienen diciendo, no te dejes estar o cuidarte y demás con la frase final, la frase de cierre de bienestar, Bien?"
doc_1029b8f4fef9beca,doc_1029b8f4fef9beca_pp_ch_0024,24,257,114,es,0.31429,0.56327,0.03673,language_not_allowed,"Relajarte, es como que te relajas, para. Mí es como que te podés cuidar y podés descansar. Claro. Entonces está bueno cuidar y descansar, o sea que con eso tiene que ver con el bienestar. Perfecto. ¿Se acuerdan que siempre les digo qué les parece la parte visual de la propaganda? Si hay algo desde lo visual que les haya llamado la atención, que tenga algún efecto. Me encantó la propuesta de los Lilos. 50 / 124 Transmite como calidez, como calma, como tranquilidad, suavidad, como relajación de alguna forma. No sé, Por la música, no sé, la música la noto como muy fuerte por . Pero en sí los colores me parecen muy acertados y diferentes a los que. Veníamos viendo, que hablábamos de los colores tierras, marrones, naranjas, es como. Si bien es un color como llamativo, si es un color llamativo, no es un color blanco que pasa desapercibido. Es distinto a lo que veníamos viendo, Pero está bueno en Natura es diferente como color, ¿No es cierto? Claro, Aparte no es un violeta oscuro, es un color claro cálido. Sigue quedándose en la gama de lo que es calidez. Es un cálido pero está tomando una gama diferente. Pero es como siempre, no es un. 51 / 124 Violeta o un fucsia o un color que choque, es un color que te transmite tranquilidad. Claro, perfecto. Parece un precio más accesible, no tanto como la primera que parecía más caro como habían dicho, sino que este parece como que lo puedes comprar para todos los días."
doc_1029b8f4fef9beca,doc_1029b8f4fef9beca_pp_ch_0025,25,247,101,es,0.329,0.58874,0.03896,language_not_allowed,"Mucho más accesible. Aparte el tamaño del producto, porque el serum era de 30 milímetros. Igual no vas a comparar un serum. No, obvio que no es lo mismo que compares un botox con, no sé, poner crema Ponce. Es lo mismo. Bárbaro. ¿Y hay algo más? ¿A ver para pasar? 52 / 124 No, y lo que está bueno que el logo de Natura siempre está presente. Eso quería preguntarle. Se ve el logo de Natura Presencia al final. OK, me gusta. Como. Que es lo que unifica, digamos, a las 3 que veníamos viendo el logo, La pregunta inicial, como la. El movimiento de las mujeres cuando están, no sé, cuando se pasan la crema. Como hay algo que las. Si bien esta es distinta en cuanto a los colores, hay algo que las estaba uniendo a las tres, como están en sintonía las tres. Natura tiene mucha personalidad, mucho sentido de la identidad. ¿Por qué cambio un poco? Porque justamente por esto que dice Pame, por ejemplo, que esta siempre presente, lo que los colores son más o menos siempre similares, o cuando innovan como el lila, siguen siendo igual, colores que no son ni chillones, ni saturados ni nada por el estilo. Entonces siempre con lo natural, con la naturaleza. Tiene una personalidad para mí muy marcada. 53 / 124 También que respete que esté en portugués, es como distintivo, porque tranquilamente se podría llornar acá que Argentina y no dice creo que algo de."
doc_1029b8f4fef9beca,doc_1029b8f4fef9beca_pp_ch_0026,26,253,104,es,0.35897,0.54274,0.07265,language_not_allowed,"Castellano, la verdad que no lo sé. Pero molesta eso ya no, a mí. Me parece que habla sobre lo que dice Sole, de que no tiene problema y lo sigue a muerte. Claro, claro, o sea que igual, básicamente. Y el logo que esté presente, que se abre, esa cosa que está atrás, que ustedes me decían, queda bien, está. Bueno, para mí queda bien y es como el distintivo de la marca. Está bien. 54 / 124 Sí, o sea, no da lugar a dudas de que es un producto natural. No hay dudas y le das perfecto. Y si con palabras me tuvieran que definir esta publicidad, yo diría que es. Armoniosa y de alguna manera natural. Transmite mucha calma. Transmite mucha calma. Cálida, me parece. Cálida, cálida, calma, armoniosa. A ver, un par más que se les ocurra, ya que estamos. Es suave, es natural, es relajante. 55 / 124 OK. ¿Pensado para quién? Yo creo que es para todos, porque lo podés usar a la noche y me parece, como decía una de las chicas, pareciera ser un producto accesible por el tamaño. Sí, aparte dormir, dormimos todos, así que todos lo podemos usar para relajarnos en el momento de dormir. En el momento de dormir. OK. Yo me lo imagino para mí. Yo me lo imagino como destinatario, como mujer más joven, no sé por qué, o no tan marcado como para la mujer más madura, como veíamos antes, no sé como me da jovial, me da esa frescura."
doc_1029b8f4fef9beca,doc_1029b8f4fef9beca_pp_ch_0027,27,264,126,es,0.28163,0.48163,0.02041,language_not_allowed,"Lo relaciono, no te digo de vuelta con la de 20, pero sí con la de 30. Para 30, la que trabaja, la que así como joven, Todas empezamos con la crema de cuerpo, nadie empezó con un serum directamente. Es como la puerta de entrada, tus primeros cuidados personales, cuando sos consciente que hay que cuidarte la piel, digamos, el cuerpo entero. Después de bañarte te encremas, después pasas a la terruga, pasas a todo el. 56 / 124 Otro pas, sumando, llenando el baño. Está buenísimo. Buenísimo chicas. Bueno, lo que vamos entonces a hacer ahora es, yo les voy a mostrar, incluso retomando estas ideas que estuvimos viendo, pero les voy a mostrar las no ya filmadas, sino gráficas. Vamos compartir la pantalla. Bueno, Bueno. Y dice, lo leo solo para quede grabado de qué estamos hablando y ustedes me cuentan qué les parece. Y si fueras más amiga del tiempo. Natura Kronos, potente reductor de todo tipo de arrugas. Vamos a ampliar acá un poquito lo que dice. Reducción comprobada y líneas de expresión, lo de las dos semanas y explica lo de la biociencia, que son activos de la biodiversidad brasileña combinados con un potente probiótico que juntos estimulan el colágeno, la elastina y el ácido hialurónico para que te sientas bien a cualquier edad. Bien, ¿Qué les parece chicas? Ahora que la vemos un poquito más. A mí el producto en sí me parece divino cómo está estructurado atrás la flor de Natura, el producto cómo lo muestran me parece que es muy acertado, los colores también que utilizan."
doc_1029b8f4fef9beca,doc_1029b8f4fef9beca_pp_ch_0028,28,253,101,es,0.32468,0.54978,0.03896,language_not_allowed,"Remite a la propaganda, porque en uno de los logos se ve la naturaleza con el verde y en el otro logo se ven las gotitas, digamos, o las burbujas de este activo que dice que tiene, que están ambos en la propaganda, entonces estaba buenísimo. Vuelve a marcar. Perdón. 57 / 124 No, no habla. No, que yo decía que me gustó la frase a lo último que dice que te sientas bien a cualquier edad. ¿Y por qué te gusta esa frase? Está queriendo de alguna manera demostrar que te podés sentir bien, no hace falta que seas súper grande o que es para todo el público en general. Perfecto, perfecto. A mí me sigue chocando lo de las dos semanas, me sigue haciendo ruido, o sea, eso es como que le saca credibilidad para mí al producto porque lo veo como un producto de marketing de que te vende rápido y en realidad no sé si están así. Igualmente abajo dice reducción comprobada de arrugas y líneas de expresión, o sea como que ya se comprobó en gente, entonces como que por eso avala que en dos semanas también va a depender el tipo de piel que vos tengas, o sea es una cuestión también un poco de sentido común también entender eso. 58 / 124 A mí me sigue pareciendo eso. Está bien, nos detenemos más porque es así, o sea lo puedes tomar como marketing o lo puedes tomar desde otro lugar, es como que genera esa duda en algunas."
doc_1029b8f4fef9beca,doc_1029b8f4fef9beca_pp_ch_0029,29,246,102,es,0.3617,0.55745,0.0383,language_not_allowed,"De todas maneras, mirando esto ahora que lo tenemos acá, ¿Qué les parece la pregunta? ¿Qué es algo que va a aparecer? ¿Qué les parece la estética? ¿Hay algo más que me quieran decir? Yo quizás la pregunta. No tan chica, La parte la haría todo en el mismo tamaño y si fueras más amiga del tiempo. Sí, coincido, porque el easy. 59 / 124 Para que. Se vea bien. Se pierde el fuera. Más amiga porque si no se pierde. Sí, pero para mí hace alusión a que es una misma línea, entonces te ponen el easy, easy, tipo diferentes preguntas para que vos sepas que es de la misma línea, me parece a mí, capaz estoy equivocada. Sí, sí, va en eso, pero fuera como el fondo es así tan con la remera tiene ese dibujo, hace que. 60 / 124 Se pierda un poco. ¿Que se puede perder? Perfecto, genial. Bien. ¿Y algún otro detalle que sea de la estética, de los colores? No, está bueno, llamativo, se ve bien el frasquito. Como que son acordes. Son acordes, se ve bien. Está todo armonioso. Está armonioso, Está todo armonioso, no hay nada que desentone. Tiene que ver con natura, sigue siendo Natura como me decían antes. OK, ¿Con qué palabras podemos? Aunque repitan, no se preocupen porque se las tengo que hacer la pregunta, así que no se preocupen. Las dos primeras palabras que se les venga a la cabeza para definir a esta publicidad."
doc_1029b8f4fef9beca,doc_1029b8f4fef9beca_pp_ch_0030,30,242,113,es,0.32735,0.51121,0.03587,language_not_allowed,"61 / 124 Pondría premium y bienestar. Bien. Las demás, calidad y tiempo, fluidez y natural, Armonía. Es real lo que remite así como que es más caro, no sé si es por el ocre, por el dorado. Y que tiene de distinto a las otras publicidades de reductor de arrugas, Papá, papá, papá, lo que sea. ¿Qué tiene de diferente si yo dijera a otras publicidades de productos similares qué es lo que la hace distinta? Para mí que remite siempre a lo natural. 62 / 124 Para mí también que utiliza por ejemplo mujeres de otro país, eso también las. Hace distintas, la diversidad cultural que usan en la publicidad. ¿Algo más? Y lo que decía también, no me acuerdo si Pame o Jazz, esto de que no utilicen gente famosa, que sea gente. Claro, real. Perfecto, OK, bien, genial. Vamos a ver la que sigue. La leo. ¿Y si pudieras sentir en tu piel lo que la Amazonia hace por vos? Pulpa corporal, hidratante, antiseñales, Tucumá de Natura Ecos, un bioactivo del Amazonas, 100% de estímulo de la producción de ácido hialurónico, textura ultra cremosa, producto vegano. Está ahora más explicado todo, ¿No? Sí. 63 / 124 La primera vez que veo pulpa corporal. Pulpa corporal, es cierto, no se habla mucho de eso, ¿Qué les parece el nombre? Está original, está muy original. ¿Cuál es la diferencia? Claro, no deja de ser. ¿No importa a qué te hace? ¿Que te imaginas?"
